Province_State,Country_Region,Confirmed,Deaths,Incident_Rate,Date
Minas Gerais,Brazil,1404219,35424,6633.439765171284,2021-05-07
Para,Brazil,483623,13511,5602.354564438708,2021-05-07
Paraiba,Brazil,299903,6996,7463.751145745269,2021-05-07
Parana,Brazil,977019,23623,8544.889577597676,2021-05-07
Pernambuco,Brazil,420766,14434,4402.666884027543,2021-05-07
Piaui,Brazil,249340,5324,7583.861430936504,2021-05-07
Rio Grande do Norte,Brazil,231336,5666,6540.108752776349,2021-05-07
Rio Grande do Sul,Brazil,1003065,25807,8816.418464972037,2021-05-07
Rio de Janeiro,Brazil,778662,46171,4510.075706592254,2021-05-07
Rondonia,Brazil,217153,5311,12218.65548819086,2021-05-07
Roraima,Brazil,98152,1546,16163.635493206066,2021-05-07
Santa Catarina,Brazil,906697,13992,12654.903397002116,2021-05-07
Sao Paulo,Brazil,2984182,99989,6498.788770647232,2021-05-07
Sergipe,Brazil,209432,4469,9110.904617226464,2021-05-07
Tocantins,Brazil,164460,2650,10416.71699941381,2021-05-07
Acre,Brazil,79276,1585,8988.871061926333,2021-05-08
Alagoas,Brazil,178913,4364,5360.918834874423,2021-05-08
Amapa,Brazil,107587,1580,12721.184395511102,2021-05-08
Amazonas,Brazil,375072,12724,9049.661523183076,2021-05-08
Bahia,Brazil,928437,19165,6242.4057342858205,2021-05-08
Ceara,Brazil,712525,18517,7736.902816642609,2021-05-08
Distrito Federal,Brazil,385763,8087,12793.655489329638,2021-05-08
Espirito Santo,Brazil,447566,9863,11137.222699165142,2021-05-08
Goias,Brazil,566683,15584,8071.3939479256815,2021-05-08
Maranhao,Brazil,273217,7526,3861.625589507887,2021-05-08
Mato Grosso,Brazil,372861,10120,10637.641463570028,2021-05-08
Mato Grosso do Sul,Brazil,256716,6028,9201.80958090469,2021-05-08
Minas Gerais,Brazil,1411114,35750,6666.011299369908,2021-05-08
Para,Brazil,484675,13540,5621.650461793833,2021-05-08
Paraiba,Brazil,300985,7018,7490.679114920957,2021-05-08
Parana,Brazil,982534,23777,8593.123098154034,2021-05-08
Pernambuco,Brazil,423689,14491,4433.251568393705,2021-05-08
Piaui,Brazil,250222,5351,7617.559063273033,2021-05-08
Rio Grande do Norte,Brazil,231512,5666,6577.492697869001,2021-05-08
Rio Grande do Sul,Brazil,1007208,25901,8852.833275278826,2021-05-08
Rio de Janeiro,Brazil,784506,46374,4543.92464545061,2021-05-08
Rondonia,Brazil,217524,5321,12239.530729086076,2021-05-08
Roraima,Brazil,98343,1546,16203.089997540284,2021-05-08
Santa Catarina,Brazil,909248,14033,12690.508079234163,2021-05-08
Sao Paulo,Brazil,2997282,100649,6527.317236034221,2021-05-08
Sergipe,Brazil,210319,4498,9149.491711822702,2021-05-08
Tocantins,Brazil,164698,2657,10456.071909495153,2021-05-08
Acre,Brazil,79351,1589,8997.375090000964,2021-05-09
Alagoas,Brazil,180103,4381,5396.575793359835,2021-05-09
Amapa,Brazil,107797,1582,12746.014985852476,2021-05-09
Amazonas,Brazil,375283,12728,9054.752488601423,2021-05-09
Bahia,Brazil,930593,19239,6256.901738606114,2021-05-09
Ceara,Brazil,716862,18538,7849.932950638398,2021-05-09
Distrito Federal,Brazil,386688,8113,12824.33269613182,2021-05-09
Espirito Santo,Brazil,448243,9874,11153.571473007103,2021-05-09
Goias,Brazil,566999,15591,8076.551852471392,2021-05-09
Maranhao,Brazil,273303,7532,3862.8411061144575,2021-05-09
Mato Grosso,Brazil,373121,10149,10645.504935332989,2021-05-09
Mato Grosso do Sul,Brazil,257369,6044,9237.757944804329,2021-05-09
Minas Gerais,Brazil,1415614,36011,6687.269008419044,2021-05-09
Para,Brazil,484963,13559,5633.878946141779,2021-05-09
Paraiba,Brazil,301885,7039,7513.077610538442,2021-05-09
Parana,Brazil,984613,23791,8611.305779792596,2021-05-09
Pernambuco,Brazil,424582,14518,4442.595435358804,2021-05-09
Piaui,Brazil,250728,5376,7644.504948786014,2021-05-09
Rio Grande do Norte,Brazil,233836,5702,6601.70243805486,2021-05-09
Rio Grande do Sul,Brazil,1007895,25933,8858.871647154463,2021-05-09
Rio de Janeiro,Brazil,786087,46427,4553.081930244426,2021-05-09
Rondonia,Brazil,217644,5335,12246.282828567008,2021-05-09
Roraima,Brazil,98372,1546,16234.62058468604,2021-05-09
Santa Catarina,Brazil,910222,14056,12704.10234050191,2021-05-09
Sao Paulo,Brazil,3003067,100799,6539.915493458935,2021-05-09
Sergipe,Brazil,211032,4526,9180.50929744516,2021-05-09
Tocantins,Brazil,164943,2659,10471.203522741289,2021-05-09
Acre,Brazil,79476,1596,9011.54847012535,2021-05-10
Alagoas,Brazil,180409,4398,5405.744725541798,2021-05-10
Amapa,Brazil,107899,1591,12758.075558304,2021-05-10
Amazonas,Brazil,375603,12746,9062.47338402262,2021-05-10
Bahia,Brazil,932031,19320,6266.5702238624135,2021-05-10
Ceara,Brazil,719925,18584,7849.932950638398,2021-05-10
Distrito Federal,Brazil,387520,8150,12851.925599979835,2021-05-10
Espirito Santo,Brazil,449702,9963,11183.25805929852,2021-05-10
Goias,Brazil,569625,15698,8092.510010181874,2021-05-10
Maranhao,Brazil,273658,7553,3867.858645595074,2021-05-10
Mato Grosso,Brazil,374460,10217,10683.731739669724,2021-05-10
Mato Grosso do Sul,Brazil,258662,6069,9261.255724210198,2021-05-10
Minas Gerais,Brazil,1416845,36062,6693.08417282782,2021-05-10
Para,Brazil,486610,13611,5637.226668092549,2021-05-10
Paraiba,Brazil,302701,7055,7533.385579898296,2021-05-10
Parana,Brazil,989417,23925,8653.320980654378,2021-05-10
Pernambuco,Brazil,426410,14550,4461.722634476609,2021-05-10
Piaui,Brazil,251648,5397,7659.963699431784,2021-05-10
Rio Grande do Norte,Brazil,237437,5748,6611.397740367218,2021-05-10
Rio Grande do Sul,Brazil,1008296,25990,8862.396228118263,2021-05-10
Rio de Janeiro,Brazil,786757,46442,4556.962626520111,2021-05-10
Rondonia,Brazil,218166,5365,12275.654461309065,2021-05-10
Roraima,Brazil,98575,1549,16239.407951320736,2021-05-10
Santa Catarina,Brazil,911947,14095,12728.178419235852,2021-05-10
Sao Paulo,Brazil,3006250,100854,6546.847257224338,2021-05-10
Sergipe,Brazil,211868,4554,9216.87774285943,2021-05-10
Tocantins,Brazil,165599,2666,10486.780183435843,2021-05-10
Acre,Brazil,79510,1599,9015.403629519182,2021-05-11
Alagoas,Brazil,180975,4413,5422.704253695364,2021-05-11
Amapa,Brazil,108094,1595,12781.13253504956,2021-05-11
Amazonas,Brazil,376298,12758,9079.242203765529,2021-05-11
Bahia,Brazil,936275,19411,6295.105030140393,2021-05-11
Ceara,Brazil,722420,18598,7910.795330482285,2021-05-11
Distrito Federal,Brazil,388286,8184,12877.329643666832,2021-05-11
Espirito Santo,Brazil,451485,10013,11228.82062384134,2021-05-11
Goias,Brazil,571419,15756,8121.434171032125,2021-05-11
Maranhao,Brazil,274799,7583,3883.9854415031928,2021-05-11
Mato Grosso,Brazil,376305,10249,10734.3851252961,2021-05-11
Mato Grosso do Sul,Brazil,260048,6106,9307.783486494714,2021-05-11
Minas Gerais,Brazil,1423717,36122,6725.547056513525,2021-05-11
Para,Brazil,488968,13675,5656.371452998507,2021-05-11
Paraiba,Brazil,303633,7087,7556.580466471069,2021-05-11
Parana,Brazil,992600,23993,8681.159112282825,2021-05-11
Pernambuco,Brazil,429187,14639,4490.77965414299,2021-05-11
Piaui,Brazil,253188,5423,7688.070518787728,2021-05-11
Rio Grande do Norte,Brazil,240216,5787,6714.082398093105,2021-05-11
Rio Grande do Sul,Brazil,1013486,26176,8908.013622637267,2021-05-11
Rio de Janeiro,Brazil,792073,46770,4587.753345029868,2021-05-11
Rondonia,Brazil,218956,5389,12320.105782891867,2021-05-11
Roraima,Brazil,98875,1559,16272.919517763608,2021-05-11
Santa Catarina,Brazil,914946,14185,12770.03590336518,2021-05-11
Sao Paulo,Brazil,3022568,101660,6582.383707467461,2021-05-11
Sergipe,Brazil,213061,4583,9268.776732547496,2021-05-11
Tocantins,Brazil,166214,2680,10528.487487173095,2021-05-11
Acre,Brazil,79718,1601,9038.98813404616,2021-05-12
Alagoas,Brazil,181659,4429,5443.199513866812,2021-05-12
Amapa,Brazil,108287,1601,12803.953029982347,2021-05-12
Amazonas,Brazil,376893,12775,9093.598243689314,2021-05-12
Bahia,Brazil,940584,19503,6324.076868088512,2021-05-12
Ceara,Brazil,727045,18763,7961.440977617581,2021-05-12
Distrito Federal,Brazil,389178,8217,12906.912420388502,2021-05-12
Espirito Santo,Brazil,453497,10070,11279.534171923407,2021-05-12
Goias,Brazil,573672,15891,8150.62905062925,2021-05-12
Maranhao,Brazil,276062,7612,3901.83657492296,2021-05-12
Mato Grosso,Brazil,378203,10285,10790.146897688195,2021-05-12
Mato Grosso do Sul,Brazil,261210,6123,9357.657793166283,2021-05-12
Minas Gerais,Brazil,1433481,36495,6771.671561214809,2021-05-12
Para,Brazil,491746,13779,5683.780926470426,2021-05-12
Paraiba,Brazil,305050,7122,7591.845653459933,2021-05-12
Parana,Brazil,997645,24074,8725.28206989059,2021-05-12
Pernambuco,Brazil,431613,14719,4516.1640004557885,2021-05-12
Piaui,Brazil,254270,5447,7735.118890318331,2021-05-12
Rio Grande do Norte,Brazil,242372,5818,6790.760833145843,2021-05-12
Rio Grande do Sul,Brazil,1018592,26318,8952.892700944403,2021-05-12
Rio de Janeiro,Brazil,797033,47052,4616.482081637918,2021-05-12
Rondonia,Brazil,219688,5412,12361.293589725556,2021-05-12
Roraima,Brazil,99155,1564,16322.444000191495,2021-05-12
Santa Catarina,Brazil,918127,14243,12814.433588265278,2021-05-12
Sao Paulo,Brazil,3038240,102356,6616.513334150278,2021-05-12
Sergipe,Brazil,213763,4612,9299.31578599345,2021-05-12
Tocantins,Brazil,167067,2693,10567.588084426772,2021-05-12
Acre,Brazil,79955,1607,9065.860862761994,2021-05-13
Alagoas,Brazil,182433,4446,5466.391518797659,2021-05-13
Amapa,Brazil,108454,1606,12823.699261349058,2021-05-13
Amazonas,Brazil,377559,12792,9109.667357284678,2021-05-13
Bahia,Brazil,944724,19624,6351.912423694271,2021-05-13
Ceara,Brazil,730521,18915,7999.504603442941,2021-05-13
Distrito Federal,Brazil,390117,8251,12938.053930861204,2021-05-13
Espirito Santo,Brazil,455400,10111,11325.395344207633,2021-05-13
Goias,Brazil,576691,15979,8187.916995922405,2021-05-13
Maranhao,Brazil,277166,7644,3917.440416011972,2021-05-13
Mato Grosso,Brazil,379928,10327,10837.67211389062,2021-05-13
Mato Grosso do Sul,Brazil,262551,6163,9399.471605830327,2021-05-13
Minas Gerais,Brazil,1442432,36753,6813.955506481216,2021-05-13
Para,Brazil,494328,13828,5716.072494453882,2021-05-13
Paraiba,Brazil,306177,7150,7619.893547416495,2021-05-13
Parana,Brazil,1002677,24185,8769.291331076372,2021-05-13
Pernambuco,Brazil,434808,14798,4549.594745084556,2021-05-13
Piaui,Brazil,255372,5469,7768.17495395217,2021-05-13
Rio Grande do Norte,Brazil,249615,5832,6851.413503788154,2021-05-13
Rio Grande do Sul,Brazil,1022473,26442,8987.00466782846,2021-05-13
Rio de Janeiro,Brazil,803040,47355,4651.275130187224,2021-05-13
Rondonia,Brazil,220425,5434,12402.762734037617,2021-05-13
Roraima,Brazil,99459,1568,16368.666850457525,2021-05-13
Santa Catarina,Brazil,921340,14294,12859.277901872323,2021-05-13
Sao Paulo,Brazil,3053889,102934,6650.59287268776,2021-05-13
Sergipe,Brazil,214662,4640,9338.424915691332,2021-05-13
Tocantins,Brazil,167684,2704,10621.820294926589,2021-05-13
Acre,Brazil,80177,1608,9091.032785862904,2021-05-14
Alagoas,Brazil,182969,4462,5482.452132031425,2021-05-14
Amapa,Brazil,108719,1610,12855.033101541743,2021-05-14
Amazonas,Brazil,378138,12808,9123.637352437405,2021-05-14
Bahia,Brazil,948753,19739,6379.001663678715,2021-05-14
Ceara,Brazil,734766,18995,8045.989094705498,2021-05-14
Distrito Federal,Brazil,390805,8275,12960.871139812449,2021-05-14
Espirito Santo,Brazil,457124,10164,11371.95326788847,2021-05-14
Goias,Brazil,579203,16081,8226.245071137762,2021-05-14
Maranhao,Brazil,278137,7674,3931.1644465350073,2021-05-14
Mato Grosso,Brazil,380948,10359,10868.465928495212,2021-05-14
Mato Grosso do Sul,Brazil,263945,6194,9447.726616830743,2021-05-14
Minas Gerais,Brazil,1451836,37005,6858.379394458569,2021-05-14
Para,Brazil,496924,13886,5746.085751665289,2021-05-14
Paraiba,Brazil,307542,7178,7653.864599103015,2021-05-14
Parana,Brazil,1012015,24330,8850.960345574153,2021-05-14
Pernambuco,Brazil,437783,14841,4580.723529206804,2021-05-14
Piaui,Brazil,256434,5496,7801.842035398095,2021-05-14
Rio Grande do Norte,Brazil,249615,5832,7057.951958636419,2021-05-14
Rio Grande do Sul,Brazil,1026998,26550,9026.777059003509,2021-05-14
Rio de Janeiro,Brazil,809971,47699,4691.420064346578,2021-05-14
Rondonia,Brazil,220719,5457,12419.3053777659,2021-05-14
Roraima,Brazil,99768,1571,16418.851659317785,2021-05-14
Santa Catarina,Brazil,924602,14351,12904.806115686884,2021-05-14
Sao Paulo,Brazil,3069804,103493,6685.251691514779,2021-05-14
Sergipe,Brazil,215831,4669,9389.279835176118,2021-05-14
Tocantins,Brazil,168268,2711,10661.048048594095,2021-05-14
Acre,Brazil,80338,1612,9109.288099463112,2021-05-15
Alagoas,Brazil,183703,4478,5504.445583735873,2021-05-15
Amapa,Brazil,108880,1614,12874.06988747013,2021-05-15
Amazonas,Brazil,378645,12824,9135.870146120358,2021-05-15
Bahia,Brazil,952796,19831,6406.185033561343,2021-05-15
Ceara,Brazil,741469,19086,8067.97751836986,2021-05-15
Distrito Federal,Brazil,391688,8298,12990.15543560307,2021-05-15
Espirito Santo,Brazil,458321,10180,11402.062881813545,2021-05-15
Goias,Brazil,579404,16091,8253.616161282262,2021-05-15
Maranhao,Brazil,278595,7691,3937.637779160703,2021-05-15
Mato Grosso,Brazil,381930,10383,10895.442802426542,2021-05-15
Mato Grosso do Sul,Brazil,265236,6202,9497.888798288295,2021-05-15
Minas Gerais,Brazil,1459402,37283,6894.120689273185,2021-05-15
Para,Brazil,498508,13947,5776.261745360412,2021-05-15
Paraiba,Brazil,308633,7201,7681.016553234877,2021-05-15
Parana,Brazil,1018196,24597,8905.01862128745,2021-05-15
Pernambuco,Brazil,440677,14906,4611.004773324379,2021-05-15
Piaui,Brazil,257230,5515,7834.287081219848,2021-05-15
Rio Grande do Norte,Brazil,250550,5832,7109.422607677026,2021-05-15
Rio Grande do Sul,Brazil,1031239,26657,9064.053238224142,2021-05-15
Rio de Janeiro,Brazil,815187,47951,4721.631574456979,2021-05-15
Rondonia,Brazil,221169,5475,12444.625750819396,2021-05-15
Roraima,Brazil,100000,1571,16469.861876218507,2021-05-15
Santa Catarina,Brazil,926993,14403,12938.177654384192,2021-05-15
Sao Paulo,Brazil,3085290,103995,6718.97625754401,2021-05-15
Sergipe,Brazil,216548,4696,9420.471432499122,2021-05-15
Tocantins,Brazil,168518,2720,10698.177721433358,2021-05-15
Acre,Brazil,80399,1614,9116.204708963813,2021-05-16
Alagoas,Brazil,184394,4493,5525.15059072194,2021-05-16
Amapa,Brazil,109070,1615,12896.535659683754,2021-05-16
Amazonas,Brazil,378855,12831,9140.936983740516,2021-05-16
Bahia,Brazil,955350,19894,6423.357016415716,2021-05-16
Ceara,Brazil,744295,19117,8131.873161836769,2021-05-16
Distrito Federal,Brazil,392582,8317,13019.80454142053,2021-05-16
Espirito Santo,Brazil,459032,10197,11420.501909845349,2021-05-16
Goias,Brazil,579551,16098,8256.394590526497,2021-05-16
Maranhao,Brazil,278726,7700,3939.48932189862,2021-05-16
Mato Grosso,Brazil,382621,10420,10915.56066266682,2021-05-16
Mato Grosso do Sul,Brazil,266139,6230,9544.344591876315,2021-05-16
Minas Gerais,Brazil,1463543,37508,6913.682505533736,2021-05-16
Para,Brazil,499176,13961,5794.67421608964,2021-05-16
Paraiba,Brazil,309712,7219,7707.8698607585075,2021-05-16
Parana,Brazil,1023279,24670,8949.473922282548,2021-05-16
Pernambuco,Brazil,442363,14949,4628.6461615697945,2021-05-16
Piaui,Brazil,257554,5537,7858.605590140861,2021-05-16
Rio Grande do Norte,Brazil,253364,5882,7144.582336356842,2021-05-16
Rio Grande do Sul,Brazil,1031880,26685,9069.687294078994,2021-05-16
Rio de Janeiro,Brazil,816015,48006,4726.427420003645,2021-05-16
Rondonia,Brazil,221387,5488,12456.892064876423,2021-05-16
Roraima,Brazil,100084,1571,16469.861876218507,2021-05-16
Santa Catarina,Brazil,928160,14434,12954.465645040718,2021-05-16
Sao Paulo,Brazil,3092844,104219,6735.426946668691,2021-05-16
Sergipe,Brazil,217503,4718,9462.016726004656,2021-05-16
Tocantins,Brazil,168831,2727,10714.072273162494,2021-05-16
Acre,Brazil,80561,1620,9134.573409605016,2021-05-17
Alagoas,Brazil,185070,4508,5545.406140248107,2021-05-17
Amapa,Brazil,109272,1622,12920.420322774024,2021-05-17
Amazonas,Brazil,379167,12855,9148.464856776183,2021-05-17
Bahia,Brazil,957267,19972,6436.246088902731,2021-05-17
Ceara,Brazil,746597,19246,8163.454144828811,2021-05-17
Distrito Federal,Brazil,393631,8345,13054.5941521616,2021-05-17
Espirito Santo,Brazil,460743,10271,11458.300673111617,2021-05-17
Goias,Brazil,582630,16231,8276.869476803251,2021-05-17
Maranhao,Brazil,279085,7727,3944.563397035355,2021-05-17
Mato Grosso,Brazil,384443,10464,10950.056622736454,2021-05-17
Mato Grosso do Sul,Brazil,267661,6280,9576.838458344158,2021-05-17
Minas Gerais,Brazil,1465668,37557,6923.7208681402735,2021-05-17
Para,Brazil,501407,14016,5802.439071169895,2021-05-17
Paraiba,Brazil,310470,7248,7726.734371511901,2021-05-17
Parana,Brazil,1025645,24702,8970.166671083336,2021-05-17
Pernambuco,Brazil,443064,14980,4635.981044820112,2021-05-17
Piaui,Brazil,259059,5556,7868.50407869665,2021-05-17
Rio Grande do Norte,Brazil,254031,5914,7159.610054940997,2021-05-17
Rio Grande do Sul,Brazil,1032330,26724,9073.642559499716,2021-05-17
Rio de Janeiro,Brazil,817947,48024,4737.617726279201,2021-05-17
Rondonia,Brazil,221871,5501,12484.12553278285,2021-05-17
Roraima,Brazil,100254,1579,16522.027664375884,2021-05-17
Santa Catarina,Brazil,929621,14465,12974.857036942336,2021-05-17
Sao Paulo,Brazil,3096845,104295,6744.140106211695,2021-05-17
Sergipe,Brazil,218603,4746,9509.86994365501,2021-05-17
Tocantins,Brazil,169365,2737,10733.972251927373,2021-05-17
Acre,Brazil,80590,1625,9137.861633793873,2021-05-18
Alagoas,Brazil,185615,4523,5561.736427957812,2021-05-18
Amapa,Brazil,109479,1628,12944.896190396235,2021-05-18
Amazonas,Brazil,379830,12879,9164.461586976971,2021-05-18
Bahia,Brazil,961157,20054,6462.400753469494,2021-05-18
Ceara,Brazil,749955,19346,8207.77045487347,2021-05-18
Distrito Federal,Brazil,394223,8366,13074.227564514997,2021-05-18
Espirito Santo,Brazil,462618,10328,11507.446530551304,2021-05-18
Goias,Brazil,585587,16280,8323.205127584046,2021-05-18
Maranhao,Brazil,280064,7758,3958.4004988706297,2021-05-18
Mato Grosso,Brazil,386270,10509,11017.929289595591,2021-05-18
Mato Grosso do Sul,Brazil,269557,6310,9631.60663637744,2021-05-18
Minas Gerais,Brazil,1472801,37617,6957.4166989508285,2021-05-18
Para,Brazil,503349,14080,5828.372292253802,2021-05-18
Paraiba,Brazil,311355,7275,7748.759558869095,2021-05-18
Parana,Brazil,1032172,24857,9027.251020797086,2021-05-18
Pernambuco,Brazil,446093,15048,4667.674855612143,2021-05-18
Piaui,Brazil,260812,5677,7914.483169056103,2021-05-18
Rio Grande do Norte,Brazil,255204,5937,7183.876826316929,2021-05-18
Rio Grande do Sul,Brazil,1038044,26901,9123.865640864184,2021-05-18
Rio de Janeiro,Brazil,823456,48313,4769.526316999714,2021-05-18
Rondonia,Brazil,222676,5527,12529.42086680077,2021-05-18
Roraima,Brazil,100700,1584,16550.091537751687,2021-05-18
Santa Catarina,Brazil,933324,14584,13026.54035262453,2021-05-18
Sao Paulo,Brazil,3112624,105105,6778.5027516575965,2021-05-18
Sergipe,Brazil,219607,4774,9553.546880492244,2021-05-18
Tocantins,Brazil,169950,2751,10767.923014420809,2021-05-18
Acre,Brazil,80688,1631,9148.973563811393,2021-05-19
Alagoas,Brazil,186122,4538,5576.928090102438,2021-05-19
Amapa,Brazil,109625,1635,12962.159362728811,2021-05-19
Amazonas,Brazil,380416,12893,9178.600476717036,2021-05-19
Bahia,Brazil,966268,20131,6496.764889870708,2021-05-19
Ceara,Brazil,752754,19439,8242.965073228677,2021-05-19
Distrito Federal,Brazil,395213,8399,13107.060466930305,2021-05-19
Espirito Santo,Brazil,464253,10371,11532.30562502333,2021-05-19
Goias,Brazil,588934,16353,8356.40379496389,2021-05-19
Maranhao,Brazil,281250,7789,3975.163320910094,2021-05-19
Mato Grosso,Brazil,388207,10548,11073.37537516509,2021-05-19
Mato Grosso do Sul,Brazil,271319,6350,9699.832960655433,2021-05-19
Minas Gerais,Brazil,1483200,37927,7006.540902595712,2021-05-19
Para,Brazil,505239,14115,5850.946167352387,2021-05-19
Paraiba,Brazil,312185,7302,7769.415949271887,2021-05-19
Parana,Brazil,1039201,25059,9088.72580157508,2021-05-19
Pernambuco,Brazil,449533,15127,4703.669147168625,2021-05-19
Piaui,Brazil,262027,5697,7968.038880285419,2021-05-19
Rio Grande do Norte,Brazil,256794,5970,7217.325619294564,2021-05-19
Rio Grande do Sul,Brazil,1043927,27031,9175.574144131102,2021-05-19
Rio de Janeiro,Brazil,828283,48662,4797.484706436621,2021-05-19
Rondonia,Brazil,223294,5545,12564.194179127571,2021-05-19
Roraima,Brazil,101004,1589,16623.717934961147,2021-05-19
Santa Catarina,Brazil,936823,14621,13075.376410299928,2021-05-19
Sao Paulo,Brazil,3129412,105852,6815.062742261932,2021-05-19
