Province_State,Country_Region,Confirmed,Deaths,Incident_Rate,Date
Espirito Santo,Brazil,537562,11787,13375.362372936184,2021-07-22
Goias,Brazil,721791,20322,10250.409141516657,2021-07-22
Maranhao,Brazil,332315,9510,4696.911640847068,2021-07-22
Mato Grosso,Brazil,479705,12576,13683.818410051928,2021-07-22
Mato Grosso do Sul,Brazil,351267,8802,12616.508323539592,2021-07-22
Minas Gerais,Brazil,1921230,49377,9075.766301438754,2021-07-22
Para,Brazil,568722,15941,6604.323094689967,2021-07-22
Paraiba,Brazil,416261,8915,10359.577982477906,2021-07-22
Parana,Brazil,1355387,34087,11854.0501770297,2021-07-22
Pernambuco,Brazil,582849,18502,6098.615360291872,2021-07-22
Piaui,Brazil,306947,6777,9366.10873611882,2021-07-22
Rio Grande do Norte,Brazil,355668,7044,10132.988180571014,2021-07-22
Rio Grande do Sul,Brazil,1279550,32910,11246.577486857752,2021-07-22
Rio de Janeiro,Brazil,1008623,58036,5842.0291338349625,2021-07-22
Rondonia,Brazil,255454,6326,14373.756840017442,2021-07-22
Roraima,Brazil,118338,1828,19485.572692860715,2021-07-22
Santa Catarina,Brazil,1098579,17707,15333.028695336136,2021-07-22
Sao Paulo,Brazil,3979102,136466,8665.47127315289,2021-07-22
Sergipe,Brazil,272220,5882,11842.366280708717,2021-07-22
Tocantins,Brazil,207143,3452,13136.465534889812,2021-07-22
Acre,Brazil,86855,1796,9848.231445628078,2021-07-23
Alagoas,Brazil,227369,5711,6812.846213335883,2021-07-23
Amapa,Brazil,120534,1889,14252.04941050996,2021-07-23
Amazonas,Brazil,413558,13468,9978.243964370962,2021-07-23
Bahia,Brazil,1182673,25457,7951.777791045611,2021-07-23
Ceara,Brazil,913440,23361,10002.542685246446,2021-07-23
Distrito Federal,Brazil,444665,9538,14747.113689396763,2021-07-23
Espirito Santo,Brazil,538351,11800,13390.88997548928,2021-07-23
Goias,Brazil,723409,20436,10296.388583419986,2021-07-23
Maranhao,Brazil,332749,9529,4703.045759536046,2021-07-23
Mato Grosso,Brazil,481279,12601,13728.531143653,2021-07-23
Mato Grosso do Sul,Brazil,351814,8816,12640.114055990209,2021-07-23
Minas Gerais,Brazil,1928391,49500,9109.594402438948,2021-07-23
Para,Brazil,569246,15958,6610.844178073235,2021-07-23
Paraiba,Brazil,417159,8922,10381.926703660683,2021-07-23
Parana,Brazil,1357700,34181,11874.279394263946,2021-07-23
Pernambuco,Brazil,583969,18548,6110.334431961424,2021-07-23
Piaui,Brazil,307398,6788,9377.50421831422,2021-07-23
Rio Grande do Norte,Brazil,357641,7048,10142.084655387607,2021-07-23
Rio Grande do Sul,Brazil,1343586,32972,11809.420545705334,2021-07-23
Rio de Janeiro,Brazil,1012026,58219,5861.7395956650425,2021-07-23
Rondonia,Brazil,255724,6331,14388.94906384954,2021-07-23
Roraima,Brazil,118502,1828,19535.42733850479,2021-07-23
Santa Catarina,Brazil,1100959,17726,15366.24670541543,2021-07-23
Sao Paulo,Brazil,3991188,136884,8691.791504654202,2021-07-23
Sergipe,Brazil,272677,5888,11862.24711749618,2021-07-23
Tocantins,Brazil,207511,3459,13169.780515314083,2021-07-23
Acre,Brazil,86936,1796,9857.41579594868,2021-07-24
Alagoas,Brazil,227900,5724,6828.757007416348,2021-07-24
Amapa,Brazil,120646,1891,14265.29239202536,2021-07-24
Amazonas,Brazil,413853,13477,9985.361664837375,2021-07-24
Bahia,Brazil,1184314,25485,7962.811159825575,2021-07-24
Ceara,Brazil,914005,23364,10008.729667004596,2021-07-24
Distrito Federal,Brazil,445424,9548,14772.2855812485,2021-07-24
Espirito Santo,Brazil,538908,11810,13408.831323952074,2021-07-24
Goias,Brazil,725560,20454,10335.186854353598,2021-07-24
Maranhao,Brazil,333173,9547,4709.038539084724,2021-07-24
Mato Grosso,Brazil,481986,12617,13748.677702695331,2021-07-24
Mato Grosso do Sul,Brazil,352309,8837,12659.7974944818,2021-07-24
Minas Gerais,Brazil,1933302,49675,9132.793648914574,2021-07-24
Para,Brazil,569350,15963,6616.935172178106,2021-07-24
Paraiba,Brazil,417766,8930,10397.033244593811,2021-07-24
Parana,Brazil,1360016,34264,11894.534849134032,2021-07-24
Pernambuco,Brazil,584669,18599,6117.658851754894,2021-07-24
Piaui,Brazil,307472,6797,9391.282669976754,2021-07-24
Rio Grande do Norte,Brazil,357804,7052,10198.345924394322,2021-07-24
Rio Grande do Sul,Brazil,1350885,33039,11873.57495082946,2021-07-24
Rio de Janeiro,Brazil,1013744,58361,5871.690395965976,2021-07-24
Rondonia,Brazil,255914,6337,14399.639888027685,2021-07-24
Roraima,Brazil,118766,1829,19562.500722232035,2021-07-24
Santa Catarina,Brazil,1102663,17771,15390.029684060435,2021-07-24
Sao Paulo,Brazil,3997084,137211,8704.631491823797,2021-07-24
Sergipe,Brazil,272846,5891,11869.59911184428,2021-07-24
Tocantins,Brazil,207726,3466,13193.17729545937,2021-07-24
Acre,Brazil,86952,1796,9859.229988604602,2021-07-25
Alagoas,Brazil,228379,5733,6843.109682302493,2021-07-25
Amapa,Brazil,120716,1892,14273.569255472485,2021-07-25
Amazonas,Brazil,414113,13482,9991.6348923671,2021-07-25
Bahia,Brazil,1185439,25504,7970.375169501052,2021-07-25
Ceara,Brazil,914635,23382,10008.729667004596,2021-07-25
Distrito Federal,Brazil,446136,9557,14795.898739349206,2021-07-25
Espirito Santo,Brazil,539355,11813,13421.298197155762,2021-07-25
Goias,Brazil,725967,20472,10339.646589499474,2021-07-25
Maranhao,Brazil,333206,9556,4709.504958247711,2021-07-25
Mato Grosso,Brazil,482295,12629,13757.603030134316,2021-07-25
Mato Grosso do Sul,Brazil,352580,8853,12677.609746864504,2021-07-25
Minas Gerais,Brazil,1936291,49832,9146.913491658546,2021-07-25
Para,Brazil,569365,15965,6618.144071771439,2021-07-25
Paraiba,Brazil,418377,8938,10412.239334396349,2021-07-25
Parana,Brazil,1361135,34308,11904.321487303128,2021-07-25
Pernambuco,Brazil,585614,18616,6127.546818476079,2021-07-25
Piaui,Brazil,307621,6808,9393.543435881473,2021-07-25
Rio Grande do Norte,Brazil,357822,7057,10202.993966385246,2021-07-25
Rio Grande do Sul,Brazil,1352285,33046,11885.880221027262,2021-07-25
Rio de Janeiro,Brazil,1014583,58412,5876.549954436571,2021-07-25
Rondonia,Brazil,256044,6338,14406.95466246536,2021-07-25
Roraima,Brazil,118818,1830,19606.08226676858,2021-07-25
Santa Catarina,Brazil,1103428,17794,15400.706901585923,2021-07-25
Sao Paulo,Brazil,4001078,137236,8713.329407148654,2021-07-25
Sergipe,Brazil,273048,5893,11878.386702721891,2021-07-25
Tocantins,Brazil,207995,3472,13206.84660994643,2021-07-25
Acre,Brazil,86987,1797,9863.19853503943,2021-07-26
Alagoas,Brazil,228442,5746,6844.997403634074,2021-07-26
Amapa,Brazil,120803,1897,14283.856214328196,2021-07-26
Amazonas,Brazil,414344,13492,9997.208413749277,2021-07-26
Bahia,Brazil,1186213,25540,7975.579208157781,2021-07-26
Ceara,Brazil,914992,23382,10019.537721863524,2021-07-26
Distrito Federal,Brazil,446772,9567,14816.991391809948,2021-07-26
Espirito Santo,Brazil,540031,11828,13435.183457131126,2021-07-26
Goias,Brazil,728153,20539,10356.260171544496,2021-07-26
Maranhao,Brazil,333606,9563,4715.158523859673,2021-07-26
Mato Grosso,Brazil,483834,12670,13789.22910999849,2021-07-26
Mato Grosso do Sul,Brazil,353161,8870,12687.361505239682,2021-07-26
Minas Gerais,Brazil,1937490,49869,9152.577490136306,2021-07-26
Para,Brazil,570021,15971,6618.318432289708,2021-07-26
Paraiba,Brazil,418590,8945,10417.540311692488,2021-07-26
Parana,Brazil,1366309,34502,11949.5726632521,2021-07-26
Pernambuco,Brazil,586023,18629,6131.826372326836,2021-07-26
Piaui,Brazil,307881,6815,9398.09551858151,2021-07-26
Rio Grande do Norte,Brazil,358044,7070,10203.5072470959,2021-07-26
Rio Grande do Sul,Brazil,1353052,33059,11892.621751199918,2021-07-26
Rio de Janeiro,Brazil,1014915,58452,5878.472926322433,2021-07-26
Rondonia,Brazil,256357,6337,14424.566388611458,2021-07-26
Roraima,Brazil,118968,1831,19614.66651038941,2021-07-26
Santa Catarina,Brazil,1104454,17822,15415.02693450246,2021-07-26
Sao Paulo,Brazil,4003549,137273,8718.710616154094,2021-07-26
Sergipe,Brazil,273330,5896,11890.654527610435,2021-07-26
Tocantins,Brazil,208398,3477,13223.94914760698,2021-07-26
Acre,Brazil,86999,1797,9864.559179531372,2021-07-27
Alagoas,Brazil,228770,5759,6854.825540090556,2021-07-27
Amapa,Brazil,120881,1898,14293.07900502642,2021-07-27
Amazonas,Brazil,414789,13501,10007.945283944377,2021-07-27
Bahia,Brazil,1187550,25594,7984.568613434327,2021-07-27
Ceara,Brazil,916008,23402,10030.663338618002,2021-07-27
Distrito Federal,Brazil,447354,9578,14836.293158684402,2021-07-27
Espirito Santo,Brazil,540720,11847,13451.432695059286,2021-07-27
Goias,Brazil,731673,20556,10394.20354117219,2021-07-27
Maranhao,Brazil,334181,9576,4723.285524426867,2021-07-27
Mato Grosso,Brazil,485075,12688,13836.926519013245,2021-07-27
Mato Grosso do Sul,Brazil,354221,8893,12708.268411571702,2021-07-27
Minas Gerais,Brazil,1942682,49901,9177.104162443666,2021-07-27
Para,Brazil,570670,15990,6625.943798955348,2021-07-27
Paraiba,Brazil,418777,8952,10422.194221337451,2021-07-27
Parana,Brazil,1368490,34695,11968.647424509292,2021-07-27
Pernambuco,Brazil,586854,18665,6140.521504967369,2021-07-27
Piaui,Brazil,308443,6821,9406.038750138625,2021-07-27
Rio Grande do Norte,Brazil,358937,7074,10209.83770919397,2021-07-27
Rio Grande do Sul,Brazil,1355601,33147,11915.026132438636,2021-07-27
Rio de Janeiro,Brazil,1018721,58612,5900.517598001917,2021-07-27
Rondonia,Brazil,257053,6345,14463.728565600866,2021-07-27
Roraima,Brazil,119261,1841,19639.428751603355,2021-07-27
Santa Catarina,Brazil,1106804,17871,15447.826230168988,2021-07-27
Sao Paulo,Brazil,4015426,137740,8744.57569885648,2021-07-27
Sergipe,Brazil,273449,5901,11895.831375701702,2021-07-27
Tocantins,Brazil,208921,3484,13249.571164994348,2021-07-27
Acre,Brazil,87053,1798,9870.682079745106,2021-07-28
Alagoas,Brazil,229130,5772,6865.612519128161,2021-07-28
Amapa,Brazil,120962,1902,14302.656518443808,2021-07-28
Amazonas,Brazil,415278,13508,10019.743777259888,2021-07-28
Bahia,Brazil,1188967,25630,7994.09590384335,2021-07-28
Ceara,Brazil,916994,23465,10041.460443066737,2021-07-28
Distrito Federal,Brazil,447990,9593,14857.385811145145,2021-07-28
Espirito Santo,Brazil,541420,11862,13471.61360158262,2021-07-28
Goias,Brazil,736410,20643,10455.813428618732,2021-07-28
Maranhao,Brazil,335193,9595,4737.589045425128,2021-07-28
Mato Grosso,Brazil,486675,12720,13882.58631308212,2021-07-28
Mato Grosso do Sul,Brazil,354720,8910,12746.411820714462,2021-07-28
Minas Gerais,Brazil,1948753,50059,9205.783173918624,2021-07-28
Para,Brazil,571421,16011,6633.487797379129,2021-07-28
Paraiba,Brazil,419574,8962,10442.029333567603,2021-07-28
Parana,Brazil,1371895,34879,11998.427141190054,2021-07-28
Pernambuco,Brazil,587849,18702,6150.932644530944,2021-07-28
Piaui,Brazil,308872,6829,9423.208350658237,2021-07-28
Rio Grande do Norte,Brazil,359201,7087,10235.302135561427,2021-07-28
Rio Grande do Sul,Brazil,1358763,33205,11942.818464128248,2021-07-28
Rio de Janeiro,Brazil,1022499,58766,5922.40009132958,2021-07-28
Rondonia,Brazil,257250,6355,14474.81326224873,2021-07-28
Roraima,Brazil,119572,1849,19687.797662774592,2021-07-28
Santa Catarina,Brazil,1108855,17902,15476.452338854966,2021-07-28
Sao Paulo,Brazil,4027062,138101,8769.915944905566,2021-07-28
Sergipe,Brazil,273629,5903,11903.661902226306,2021-07-28
Tocantins,Brazil,209372,3493,13282.822567211702,2021-07-28
Acre,Brazil,87073,1798,9872.949820565009,2021-07-29
Alagoas,Brazil,229310,5785,6871.006008646962,2021-07-29
Amapa,Brazil,121076,1905,14316.135981771982,2021-07-29
Amazonas,Brazil,415846,13515,10033.44836663251,2021-07-29
Bahia,Brazil,1190992,25674,8007.711121259211,2021-07-29
Ceara,Brazil,917645,23488,10048.589160101348,2021-07-29
Distrito Federal,Brazil,448666,9599,14879.805045521658,2021-07-29
Espirito Santo,Brazil,541935,11879,13482.139524467171,2021-07-29
Goias,Brazil,739633,20745,10514.431161494562,2021-07-29
Maranhao,Brazil,336142,9607,4751.002129839505,2021-07-29
Mato Grosso,Brazil,488107,12745,13923.53950361404,2021-07-29
Mato Grosso do Sul,Brazil,355303,8924,12764.368010490158,2021-07-29
Minas Gerais,Brazil,1954421,50225,9232.55843944985,2021-07-29
Para,Brazil,572068,16034,6642.217447327141,2021-07-29
Paraiba,Brazil,420593,8971,10467.389408050069,2021-07-29
Parana,Brazil,1374352,35073,12019.915764944715,2021-07-29
Pernambuco,Brazil,588887,18736,6161.793712738976,2021-07-29
Piaui,Brazil,309345,6833,9436.314682727474,2021-07-29
Rio Grande do Norte,Brazil,359378,7091,10242.830252651023,2021-07-29
Rio Grande do Sul,Brazil,1361874,33246,11970.162532403512,2021-07-29
Rio de Janeiro,Brazil,1023940,58973,5930.746484364298,2021-07-29
Rondonia,Brazil,257513,6365,14489.611613611109,2021-07-29
Roraima,Brazil,119828,1854,19739.138042891504,2021-07-29
Santa Catarina,Brazil,1110742,17932,15502.789475417836,2021-07-29
Sao Paulo,Brazil,4038375,138436,8794.552779174499,2021-07-29
Sergipe,Brazil,273863,5907,11913.84158670829,2021-07-29
Tocantins,Brazil,209773,3502,13311.496338531064,2021-07-29
Acre,Brazil,87128,1798,9879.186107819738,2021-07-30
Alagoas,Brazil,229647,5797,6881.103819579385,2021-07-30
Amapa,Brazil,121156,1906,14325.595254282982,2021-07-30
Amazonas,Brazil,416375,13523,10046.211971875671,2021-07-30
Bahia,Brazil,1192293,25717,8016.458478226141,2021-07-30
Ceara,Brazil,918377,23497,10056.604860361464,2021-07-30
Distrito Federal,Brazil,449404,9610,14904.280481867616,2021-07-30
Espirito Santo,Brazil,542633,11888,13502.046707227551,2021-07-30
Goias,Brazil,742291,20739,10554.682764648234,2021-07-30
Maranhao,Brazil,336777,9622,4759.977165248493,2021-07-30
Mato Grosso,Brazil,489642,12765,13967.219080341149,2021-07-30
Mato Grosso do Sul,Brazil,355962,8938,12785.346885518677,2021-07-30
Minas Gerais,Brazil,1960215,50346,9259.928920834447,2021-07-30
Para,Brazil,572456,16048,6649.738197681819,2021-07-30
Paraiba,Brazil,421585,8977,10492.077527664009,2021-07-30
Parana,Brazil,1376644,35156,12039.961318728068,2021-07-30
Pernambuco,Brazil,589843,18768,6171.796777485487,2021-07-30
Piaui,Brazil,309699,6835,9450.765253983302,2021-07-30
Rio Grande do Norte,Brazil,359665,7093,10247.877512972456,2021-07-30
Rio Grande do Sul,Brazil,1363467,33289,11984.16417199287,2021-07-30
Rio de Janeiro,Brazil,1029016,59110,5960.147102715601,2021-07-30
Rondonia,Brazil,257769,6368,14504.016092503764,2021-07-30
Roraima,Brazil,120005,1855,19781.3989345633,2021-07-30
Santa Catarina,Brazil,1112332,17960,15524.981339294338,2021-07-30
Sao Paulo,Brazil,4048478,138702,8816.554541449672,2021-07-30
Sergipe,Brazil,274024,5908,11920.845557655295,2021-07-30
Tocantins,Brazil,210175,3512,13336.9911995046,2021-07-30
Acre,Brazil,87141,1799,9880.660139352673,2021-07-31
Alagoas,Brazil,229960,5809,6890.482498575969,2021-07-31
Amapa,Brazil,121218,1907,14332.926190479006,2021-07-31
Amazonas,Brazil,416712,13527,10054.34303986612,2021-07-31
Bahia,Brazil,1193689,25750,8025.844573787889,2021-07-31
Ceara,Brazil,919206,23519,10065.682750410147,2021-07-31
Distrito Federal,Brazil,450166,9620,14929.551867363034,2021-07-31
Espirito Santo,Brazil,543006,11889,13511.602154952534,2021-07-31
Goias,Brazil,742718,20801,10579.617386070866,2021-07-31
Maranhao,Brazil,337116,9636,4764.76856210463,2021-07-31
Mato Grosso,Brazil,490313,12773,13986.332482509515,2021-07-31
Mato Grosso do Sul,Brazil,356462,8955,12809.060571014032,2021-07-31
Minas Gerais,Brazil,1966524,50461,9289.73222892134,2021-07-31
Para,Brazil,572501,16057,6654.248323087715,2021-07-31
Paraiba,Brazil,422048,8987,10503.600309298336,2021-07-31
Parana,Brazil,1379001,35233,12060.575354621327,2021-07-31
Pernambuco,Brazil,590785,18784,6181.653353836128,2021-07-31
Piaui,Brazil,309858,6837,9461.58026925722,2021-07-31
Rio Grande do Norte,Brazil,359776,7097,10256.06148874789,2021-07-31
Rio Grande do Sul,Brazil,1367908,33334,12023.19824695605,2021-07-31
Rio de Janeiro,Brazil,1031839,59269,5976.498155829417,2021-07-31
Rondonia,Brazil,257845,6368,14508.29242217502,2021-07-31
Roraima,Brazil,120121,1857,19810.61837919576,2021-07-31
Santa Catarina,Brazil,1113757,17978,15544.870273900637,2021-07-31
Sao Paulo,Brazil,4057868,138996,8837.00357121943,2021-07-31
Sergipe,Brazil,274262,5910,11931.199253837827,2021-07-31
Tocantins,Brazil,210346,3523,13362.54963868505,2021-07-31
Acre,Brazil,87147,1800,9881.340461598644,2021-08-01
Alagoas,Brazil,230069,5821,6893.74855611791,2021-08-01
Amapa,Brazil,121284,1907,14340.73009030058,2021-08-01
Amazonas,Brazil,416888,13531,10058.589532347778,2021-08-01
Bahia,Brazil,1194316,25759,8030.060248513689,2021-08-01
Ceara,Brazil,919462,23519,10068.48605541915,2021-08-01
Distrito Federal,Brazil,450865,9630,14952.733886341117,2021-08-01
Espirito Santo,Brazil,543277,11892,13518.694088810918,2021-08-01
Goias,Brazil,743131,20812,10583.407448527105,2021-08-01
Maranhao,Brazil,337153,9641,4765.291516923737,2021-08-01
Mato Grosso,Brazil,490574,12795,13993.794171043712,2021-08-01
Mato Grosso do Sul,Brazil,356742,8962,12827.052745137977,2021-08-01
Minas Gerais,Brazil,1973286,50611,9321.675479719175,2021-08-01
Para,Brazil,572520,16058,6654.771404642524,2021-08-01
Paraiba,Brazil,422543,8994,10515.919481887957,2021-08-01
Parana,Brazil,1381247,35258,12080.21859798843,2021-08-01
Pernambuco,Brazil,591428,18808,6188.381356589273,2021-08-01
Piaui,Brazil,309956,6844,9466.4378608633,2021-08-01
Rio Grande do Norte,Brazil,359801,7100,10259.226719796923,2021-08-01
Rio Grande do Sul,Brazil,1368880,33347,12031.741620264813,2021-08-01
Rio de Janeiro,Brazil,1032320,59298,5979.284148230318,2021-08-01
Rondonia,Brazil,257999,6368,14516.957616508884,2021-08-01
Roraima,Brazil,120159,1858,19829.76784573454,2021-08-01
Santa Catarina,Brazil,1114412,17995,15554.012205245988,2021-08-01
Sao Paulo,Brazil,4061741,139039,8845.437979344912,2021-08-01
Sergipe,Brazil,274595,5915,11945.685727908343,2021-08-01
Tocantins,Brazil,210704,3529,13373.42151206778,2021-08-01
Acre,Brazil,87186,1802,9885.762556197453,2021-08-02
Alagoas,Brazil,230131,5833,6895.60631361883,2021-08-02
Amapa,Brazil,121342,1913,14347.588062871057,2021-08-02
Amazonas,Brazil,417119,13536,10064.163053729952,2021-08-02
Bahia,Brazil,1194954,25785,8034.349882445204,2021-08-02
Ceara,Brazil,919544,23528,10069.383989054846,2021-08-02
Distrito Federal,Brazil,451570,9644,14976.114892606562,2021-08-02
Espirito Santo,Brazil,543698,11912,13528.274420514352,2021-08-02
Goias,Brazil,746561,20956,10596.173974695492,2021-08-02
Maranhao,Brazil,337357,9648,4768.174835385837,2021-08-02
Mato Grosso,Brazil,491619,12836,14023.382635962009,2021-08-02
Mato Grosso do Sul,Brazil,357373,8983,12837.128362647383,2021-08-02
Minas Gerais,Brazil,1975547,50628,9332.356297532531,2021-08-02
Para,Brazil,572988,16068,6654.992261298998,2021-08-02
Paraiba,Brazil,422675,9003,10519.20459457852,2021-08-02
Parana,Brazil,1383358,35275,12098.68114774264,2021-08-02
Pernambuco,Brazil,591952,18822,6193.864207977528,2021-08-02
Piaui,Brazil,310213,6846,9469.431848142522,2021-08-02
Rio Grande do Norte,Brazil,359995,7106,10259.939609672832,2021-08-02
Rio Grande do Sul,Brazil,1369579,33365,12037.885465885,2021-08-02
Rio de Janeiro,Brazil,1033477,59375,5985.985589410866,2021-08-02
Rondonia,Brazil,258143,6376,14525.060135886002,2021-08-02
Roraima,Brazil,120252,1858,19836.040946842077,2021-08-02
Santa Catarina,Brazil,1115302,18023,15566.434066157994,2021-08-02
Sao Paulo,Brazil,4063680,139059,8849.660627771276,2021-08-02
Sergipe,Brazil,274732,5918,11951.64562865207,2021-08-02
Tocantins,Brazil,211027,3537,13396.182510143904,2021-08-02
Acre,Brazil,87188,1802,9885.989330279444,2021-08-03
Alagoas,Brazil,230346,5845,6902.048537210733,2021-08-03
Amapa,Brazil,121384,1914,14352.554180939327,2021-08-03
Amazonas,Brazil,417509,13545,10073.572895024534,2021-08-03
Bahia,Brazil,1195507,25828,8038.068013423462,2021-08-03
Ceara,Brazil,920296,23566,10077.61869751879,2021-08-03
Distrito Federal,Brazil,451894,9661,14986.860206124298,2021-08-03
Espirito Santo,Brazil,544254,11928,13541.189205330147,2021-08-03
Goias,Brazil,749743,21066,10650.745174723304,2021-08-03
Maranhao,Brazil,337999,9664,4777.248808193034,2021-08-03
Mato Grosso,Brazil,493663,12870,14071.137442580872,2021-08-03
Mato Grosso do Sul,Brazil,357904,9003,12859.8344863918,2021-08-03
Minas Gerais,Brazil,1975715,50639,9333.149918670368,2021-08-03
Para,Brazil,573746,16101,6660.432309468997,2021-08-03
Paraiba,Brazil,422712,9011,10520.12542162057,2021-08-03
Parana,Brazil,1386437,35417,12125.609707995229,2021-08-03
Pernambuco,Brazil,592724,18857,6201.941996664041,2021-08-03
Piaui,Brazil,310549,6850,9477.283427027824,2021-08-03
Rio Grande do Norte,Brazil,360217,7165,10265.471635109883,2021-08-03
Rio Grande do Sul,Brazil,1371426,33415,12054.11963306739,2021-08-03
Rio de Janeiro,Brazil,1036927,59487,6005.968279188643,2021-08-03
Rondonia,Brazil,258508,6384,14545.597771807172,2021-08-03
Roraima,Brazil,120410,1860,19851.39353639472,2021-08-03
Santa Catarina,Brazil,1116810,18067,15587.481443972942,2021-08-03
Sao Paulo,Brazil,4073622,139464,8871.311773029098,2021-08-03
Sergipe,Brazil,274981,5922,11962.477857011105,2021-08-03
Tocantins,Brazil,211399,3541,13416.718270977948,2021-08-03
Acre,Brazil,87232,1802,9890.978360083223,2021-08-04
Alagoas,Brazil,230757,5857,6914.363671611997,2021-08-04
Amapa,Brazil,121490,1915,14365.087717016404,2021-08-04
Amazonas,Brazil,418096,13554,10087.73591256279,2021-08-04
Bahia,Brazil,1197413,25856,8050.88312670476,2021-08-04
Ceara,Brazil,920296,23566,10077.61869751879,2021-08-04
Distrito Federal,Brazil,452527,9677,15007.853364941358,2021-08-04
Espirito Santo,Brazil,544970,11944,13558.384034439428,2021-08-04
Goias,Brazil,753056,21081,10696.76736169193,2021-08-04
Maranhao,Brazil,338713,9684,4787.340422810385,2021-08-04
Mato Grosso,Brazil,494767,12898,14110.540897801844,2021-08-04
Mato Grosso do Sul,Brazil,358410,9026,12878.942175311426,2021-08-04
Minas Gerais,Brazil,1981007,50801,9358.148984512152,2021-08-04
Para,Brazil,574402,16136,6669.243327658867,2021-08-04
Paraiba,Brazil,423584,9018,10541.82707515218,2021-08-04
Parana,Brazil,1389689,35514,12154.051305248044,2021-08-04
Pernambuco,Brazil,593462,18899,6209.664027817727,2021-08-04
Piaui,Brazil,310883,6859,9487.548526270864,2021-08-04
Rio Grande do Norte,Brazil,360441,7173,10271.802097207952,2021-08-04
Rio Grande do Sul,Brazil,1373027,33443,12068.19158848645,2021-08-04
Rio de Janeiro,Brazil,1041216,59535,6030.810527437015,2021-08-04
Rondonia,Brazil,258792,6385,14561.57774057871,2021-08-04
Roraima,Brazil,120590,1886,19877.476430473405,2021-08-04
Santa Catarina,Brazil,1118520,18092,15611.3481655005,2021-08-04
Sao Paulo,Brazil,4084112,139870,8894.156322793184,2021-08-04
Sergipe,Brazil,275097,5925,11967.524196326962,2021-08-04
Tocantins,Brazil,211858,3548,13440.369363950902,2021-08-04
Acre,Brazil,87291,1802,9897.668195501936,2021-08-05
Alagoas,Brazil,231225,5868,6928.386744360882,2021-08-05
Amapa,Brazil,121542,1916,14371.236244148551,2021-08-05
Amazonas,Brazil,418439,13562,10096.011747342383,2021-08-05
Bahia,Brazil,1199008,25881,8061.607211533548,2021-08-05
Ceara,Brazil,921483,23653,10090.616834416,2021-08-05
Distrito Federal,Brazil,453192,9689,15029.907789291035,2021-08-05
Espirito Santo,Brazil,545876,11959,13581.252410635412,2021-08-05
Goias,Brazil,756033,21225,10748.688367671391,2021-08-05
Maranhao,Brazil,339339,9701,4796.188252993104,2021-08-05
Mato Grosso,Brazil,496031,12924,14147.705846462555,2021-08-05
Mato Grosso do Sul,Brazil,358979,9040,12897.150255524855,2021-08-05
Minas Gerais,Brazil,1985928,50938,9381.39547034122,2021-08-05
Para,Brazil,575009,16151,6676.868694324507,2021-08-05
Paraiba,Brazil,424154,9023,10556.012789043254,2021-08-05
Parana,Brazil,1391877,35586,12173.187287655534,2021-08-05
Pernambuco,Brazil,594106,18941,6216.40249402772,2021-08-05
Piaui,Brazil,311353,6865,9497.752523732695,2021-08-05
Rio Grande do Norte,Brazil,360690,7177,10278.189590496097,2021-08-05
Rio Grande do Sul,Brazil,1376188,33496,12095.97513069735,2021-08-05
Rio de Janeiro,Brazil,1044535,59659,6050.034454211635,2021-08-05
Rondonia,Brazil,259013,6391,14574.01285712276,2021-08-05
Roraima,Brazil,120750,1886,19907.191119930136,2021-08-05
Santa Catarina,Brazil,1120003,18117,15632.046614638144,2021-08-05
Sao Paulo,Brazil,4094211,140135,8916.149374086559,2021-08-05
Sergipe,Brazil,275333,5929,11977.79088665922,2021-08-05
Tocantins,Brazil,212303,3556,13469.551760925597,2021-08-05
Acre,Brazil,87379,1804,9907.646255109505,2021-08-06
Alagoas,Brazil,231409,5879,6933.900089202324,2021-08-06
Amapa,Brazil,121618,1922,14380.222553034002,2021-08-06
Amazonas,Brazil,418894,13570,10106.989895519397,2021-08-06
Bahia,Brazil,1200275,25907,8070.125967319175,2021-08-06
Ceara,Brazil,922409,23677,10100.75691425325,2021-08-06
Distrito Federal,Brazil,454184,9703,15062.80702080213,2021-08-06
Espirito Santo,Brazil,546323,11971,13594.042775558955,2021-08-06
Goias,Brazil,759722,21236,10783.53984424268,2021-08-06
Maranhao,Brazil,339942,9720,4804.711003153135,2021-08-06
Mato Grosso,Brazil,497195,12958,14182.2592041363,2021-08-06
Mato Grosso do Sul,Brazil,359396,9062,12917.625349677905,2021-08-06
Minas Gerais,Brazil,1991198,51088,9406.290609605432,2021-08-06
Para,Brazil,575556,16156,6683.924483297134,2021-08-06
Paraiba,Brazil,424577,9037,10566.540081983472,2021-08-06
Parana,Brazil,1398609,35649,12232.06454248516,2021-08-06
Pernambuco,Brazil,594796,18967,6223.622279252712,2021-08-06
Piaui,Brazil,311597,6870,9512.111442316713,2021-08-06
Rio Grande do Norte,Brazil,360931,7180,10285.289973660145,2021-08-06
Rio Grande do Sul,Brazil,1379224,33533,12122.65998806916,2021-08-06
Rio de Janeiro,Brazil,1046494,59787,6061.381146755017,2021-08-06
Rondonia,Brazil,259293,6398,14589.767755911604,2021-08-06
Roraima,Brazil,120905,1886,19933.60417722501,2021-08-06
Santa Catarina,Brazil,1121820,18149,15657.406750904564,2021-08-06
Sao Paulo,Brazil,4104768,140428,8939.139832795754,2021-08-06
